BAGLANTI_TIP_ID;HAT_NO;HAT_ADI;GUZERGAH_ACIKLAMA;ACIKLAMA;HAT_BASLANGIC;HAT_BITIS;GIDIS_CALISMA_SAATI;DONUS_CALISMA_SAATI
1;5;NARLIDERE - ÜÇKUYULAR İSKELE;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ-F.ALTAY AKT.;;NARLIDERE;ÜÇKUYULAR İSKELE;06:00 - 23:00;06:40 - 23:40
1;6;ARIKENT - ÜÇKUYULAR İSK.;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ;;ARIKENT;ÜÇKUYULAR İSKELE;05:50 - 23:20;06:30 - 00:00
1;7;SAHİLEVLERİ - ÜÇKUYULAR İSK.;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ;;SAHİLEVLERİ;ÜÇKUYULAR İSKELE;06:00 - 23:35;06:45 - 00:20
1;8;GÜZELBAHÇE - F.ALTAY AKTARMA MERKEZİ;SEFERİHİSAR KAVŞAĞI-MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ;;GÜZELBAHÇE;F.ALTAY AKT.;06:00 - 00:10;06:00 - 00:30
1;10;ÜÇKUYULAR İSKELE - KONAK;MİTHATPAŞA CAD.-ASANSÖR-KARATAŞ;;ÜÇKUYULAR İSKELE;KONAK;06:00 - 23:25;06:00 - 00:00
1;15;İNÖNÜ - KONAK;ÇANKAYA MAH.-NOKTA-İNÖNÜ CAD.;;İNÖNÜ MAH.;KONAK;06:00 - 23:30;06:20 - 00:00
1;16;VATAN MAHALLESİ - ÜÇYOL;POLAT CAD.-YILDIZ CAD.-ORDU CAD.;;VATAN MAH.;ÜÇYOL METRO;06:00 - 22:35;06:45 - 23:25
1;17;UZUNDERE TOPLU KONUTLARI - F.ALTAY AKTARMA MERKEZİ;ÇEVRE YOLU-LİMONTEPE KAVŞAĞI;;UZUNDERE TOPLU KONUTLARI;F.ALTAY AKT.;05:55 - 00:30;06:30 - 01:00
1;18;YEŞİLYURT - KONAK;ATATÜRK EĞT.ARŞ.HAST.-ORDU CAD.- VARYANT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;YEŞİLYURT;KONAK;06:05 - 23:20;
1;19;ŞEHİTLER - KONAK;BASIN SİTESİ-ATATÜRK EĞT. ARŞ.HAST.- ÜÇYOL;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;ŞEHİTLER;KONAK;06:00 - 23:25;
1;20;KOOPERATİF EVLERİ - KONAK;SAİM ÇIKRIKÇI CAD.-BOZYAKA EĞT. ARŞ.HAST.-ÜÇYOL;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;KOOP. EVLERİ;KONAK;06:00 - 23:20;
1;21;HALİL RIFAT PAŞA - KONAK;ŞATO;HATTIMIZ RİNG HAT OLUP HALİL RIFAT PAŞA'DAN SAAT UYGULAMASI YOKTUR.;HALİL RIFAT PAŞA;KONAK;;06:00 - 00:00
1;23;UZUNDERE - KONAK;ESKİİZMİR CAD.-EŞREFPAŞA-VARYANT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;UZUNDERE;KONAK;06:00 - 23:20;
1;24;KAVACIK - ÜÇKUYULAR İSKELE;TIRAZLI-LİMONTEPE KAVŞAĞI-ÇEVRE YOLU;;KAVACIK;ÜÇKUYULAR İSKELE;07:30 - 19:00;06:30 - 18:00
1;25;OYUNLAR KÖYÜ - ÜÇKUYULAR İSKELE;ÇEVRE YOLU-LİMONTEPE KAVŞAĞI;;OYUNLAR KÖYÜ;ÜÇKUYULAR İSKELE;06:00 - 23:30;06:30 - 00:00
1;27;ÇAMLIK - KONAK;KARABAĞLAR-EŞREFPAŞA-VARYANT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;ÇAMLIK;KONAK;06:00 - 23:20;
1;29;KADRİYE MAH. - KONAK;EŞREFPAŞA-VARYANT;;KADRİYE MAH.;KONAK;06:00 - 23:30;06:26 - 00:00
1;30;KAYNAK - KONAK;HASAN ÖZDEMİR MAH.- EŞREFPAŞA -VARYANT;;KAYNAK;KONAK;06:00 - 23:35;06:22 - 00:00
1;32;ÇİMENTEPE SİTESİ - KONAK;EŞREFPAŞA-VARYANT;;ÇİMENTEPE SİTESİ;KONAK;06:35 - 21:10;06:55 - 21:45
1;33;KADİFEKALE - KONAK;EŞREFPAŞA-VARYANT;;KADİFEKALE;KONAK;06:00 - 23:35;06:30 - 00:00
1;34;ESENTEPE - GÜMRÜK;TOROS - Y.KEMER - BASMANE;;ESENTEPE;GÜMRÜK;06:00 - 23:25;06:40 - 00:00
1;35;BALLIKUYU - KONAK;KAPILAR - BASMANE;;BALLIKUYU;KONAK;06:00 - 23:15;06:25 - 00:00
1;36;ŞİRİNYER AKTARMA MERKEZİ - GÜMRÜK;YEŞİLDERE - KAPILAR - BASMANE;;ŞİRİNYER AKT.;GÜMRÜK;06:00 - 23:30;06:36 - 00:00
1;39;İSMETPAŞA MAH. - GÜMRÜK;ÇİMENLİ CAMİ - KEMER - BASMANE;;İSMETPAŞA;GÜMRÜK;06:00 - 22:00;06:25 - 22:30
1;41;LEVENT - GÜMRÜK;LEVENT - KEMER AKTARMA MERKEZİ - BASMANE;Levent'ten 06.00, ve 06.25, servisleri Toros Meydan Durağı'ndan başlar.;LEVENT;GÜMRÜK;06:00 - 08:05;06:25 - 08:30
1;42;ÇINARTEPE - GÜMRÜK;LEVENT - KEMER - BASMANE;;ÇINARTEPE;GÜMRÜK;06:00 - 23:27;06:35 - 00:00
1;44;MERSİNPINAR - GÜMRÜK;BOĞAZİÇİ - YENİŞEHİR HASTANELER - BASMANE;;MERSİNPINAR;GÜMRÜK;06:00 - 23:20;06:25 - 00:00
1;45;GÜLTEPE - GÜMRÜK;BOĞAZİÇİ - YENİŞEHİR HASTANELER - BASMANE;;GÜLTEPE;GÜMRÜK;06:00 - 23:30;06:30 - 00:00
1;46;ÇOBANÇEŞME - GÜMRÜK;LEVENT - KEMER - BASMANE;;ÇOBANÇEŞME;GÜMRÜK;06:00 - 23:30;06:35 - 00:00
1;49;TEPECİK EĞİTİM ARAŞTIRMA HASTANESİ - LOZAN MEYDANI;BASMANE GAR- GAZİLER CAD.- KEMER AKTARMA MERKEZİ;HATTIMIZ RİNG HAT OLUP TEPECİK EĞİTİM ARAŞTIRMA HASTANESİNDEN SAAT UYGULAMASI YOKTUR.;TEPECİK EĞİTİM ARAŞTIRMA HASTANESİ;LOZAN MEYDANI;;07:00 - 19:45
1;53;MTK ALTINDAĞ - HALKAPINAR METRO;ALTINDAĞ - KEMALPAŞA CAD. - 1. SANAYİ;;ALTINDAĞ;HALKAPINAR METRO;06:00 - 00:15;06:35 - 00:50
1;54;OTOGAR - KEMER AKTARMA MERKEZİ;YEŞİLOVA - MERSİNLİ - YENİŞEHİR HASTANELER;;OTOGAR;KEMER AKT.;06:00 - 19:22;06:51 - 20:13
1;59;BORNOVA METRO - KEMER AKTARMA MERKEZİ;KARACAOĞLAN MAH. - KAMİL TUNCA - YENİŞEHİR HASTANELER;;BORNOVA METRO;KEMER AKT.;06:00 - 00:00;06:00 - 00:00
1;67;PINARBAŞI - EVKA3 METRO;5. SANAYİ - PINAR CAD. - DOĞANLAR;;PINARBAŞI;EVKA3 METRO;06:00 - 00:00;06:30 - 00:40
1;72;İŞÇİEVLERİ - KONAK;ŞİRİNYER - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;İŞÇİEVLERİ;KONAK;06:05 - 23:20;
1;77;NAFİZ GÜRMAN - HALKAPINAR METRO 2;GÜMÜŞPALA - EMEK MAH. - SALHANE YOLU;;NAFİZ GÜRMAN;HALKAPINAR METRO 2;06:00 - 23:20;06:45 - 00:05
1;78;YAMANLAR - HALKAPINAR METRO 2;SOĞUKKUYU - BAYRAKLI - SALHANE YOLU;;YAMANLAR;HALKAPINAR METRO 2;06:00 - 23:15;06:45 - 00:00
1;82;SİTELER - F.ALTAY AKTARMA MERKEZİ;MİTHATPAŞA CAD.-NARLIDERE-9 EYLÜL HASTANESİ;;SİTELER;F.ALTAY AKT.;06:00 - 00:15;06:00 - 00:15
1;84;SALİH OMURTAK - ÜÇYOL METRO;SAİM ÇIKRIKÇI CAD.-BOZYAKA EĞT.ARŞ.HAST.;;SALİH OMURTAK;ÜÇYOL METRO;06:00 - 22:30;06:43 - 23:10
1;89;CENNETOĞLU - ÜÇYOL METRO;ZİNCİRLİKUYU-BOZYAKA EĞT.ARŞ.HAST.;;CENNETOĞLU;ÜÇYOL METRO;06:15 - 19:10;06:45 - 20:00
1;92;FUAR İZMİR - ÜÇYOL METRO;AKTEPE MAH. - KARABAĞLAR - HALİDE EDİP ADIVAR CAD.;Üçyol'dan 07:25 servisi Yeni Fuar Alanı havuz önüne çıkar. Akşam 17:05 servisi Yeni Fuar Alanı havuz önünden başlar.;FUAR İZMİR;ÜÇYOL METRO;06:00 - 23:20;06:45 - 00:00
1;102;ALPASLAN MAH. - HALKAPINAR METRO;MANAS BULV - ADLİYE;;ALPARSLAN MAH.;HALKAPINAR METRO;06:00 - 20:35;06:30 - 21:20
1;104;BUCA TOPLU KONUTLARI - KONAK;DOKUZ ÇEŞMELER - ŞİRİNYER - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;BUCA TOPLU KONUTLARI;KONAK;05:50 - 22:52;
1;105;ÇAMLIKULE - KONAK;AKINCILAR MAH. - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;ÇAMLIKULE;KONAK;06:00 - 23:20;
1;108;ESERKENT - ÜÇYOL METRO;UĞUR MUMCU-YEŞİLKAYA;;ESERKENT;ÜÇYOL METRO;06:00 - 21:40;06:30 - 22:10
1;111;NALDÖKEN - EVKA3 METRO;TÜRKAN ÖZİLHAN DEV.HAST. - 4.SANAYİ;;NALDÖKEN;EVKA3 METRO;06:00 - 00:00;06:20 - 00:35
1;114;EVKA 3 - EVKA3 METRO;PROFESORLER SİT. - CENGİZHAN CAD.;;EVKA 3;EVKA3 METRO;06:00 - 00:05;06:15 - 00:30
1;119;ALTINDAĞ - BORNOVA METRO;YEŞİLOVA - MERSİNLİ - E.Ü. HASTANESİ;;ALTINDAĞ;BORNOVA METRO;06:25 - 20:25;06:35 - 21:20
1;121;MAVİŞEHİR AKTARMA MERKEZİ - KONAK;KARŞIYAKA - ALTINYOL - TALATPAŞA;;MAVİŞEHİR AKTARMA MERKEZİ;KONAK;06:00 - 23:00;06:20 - 00:05
1;124;ALİ FUAT ERDEN - ÜÇYOL METRO;ESKİİZMİR CAD.-SAİM ÇIKRIKÇI CAD.-BOZYAKA EĞT.ARŞ.HAST.;;ALİ FUAT ERDEN;ÜÇYOL METRO;06:00 - 21:00;06:45 - 21:45
1;125;MUSTAFA KEMAL MAH - HALKAPINAR METRO2;ESİN SİT.  - CUMHURİYET MAH. - SALHANE YOLU;;MUSTAFA KEMAL MAH.;HALKAPINAR METRO 2;06:00 - 00:00;06:45 - 00:50
1;140;ÖRNEKKÖY - HALKAPINAR METRO2;DEDEBAŞI - BAYRAKLI - SALHANE YOLU;;ÖRNEKKÖY;HALKAPINAR METRO 2;06:00 - 23:10;06:30 - 23:45
1;147;POSTACI - HALKAPINAR METRO2;YENİ GİRNE - BAYRAKLI - SALHANE YOLU;;POSTACI;HALKAPINAR METRO 2;06:00 - 23:15;06:40 - 00:00
1;148;ONUR MAH. - HALKAPINAR METRO2;YENİ GİRNE - BAYRAKLI - SALHANE YOLU;;ONUR MAH.;HALKAPINAR METRO 2;06:00 - 23:20;06:42 - 00:00
1;152;GAZİEMİR - KONAK;KARABAĞLAR- ÜÇYOL -VARYANT;;GAZİEMİR;KONAK;06:00 - 00:00;06:00 - 00:00
1;154;ALTINDAĞ - HALKAPINAR METRO;MANİFATURACILAR SİT. - GAZİLER CAD. - 1. SANAYİ SİT.;;ALTINDAĞ;HALKAPINAR METRO;07:00 - 19:55;06:40 - 19:30
1;156;SAĞLIK OCAĞI - ÜÇYOL METRO;KARABAĞLAR - HALİDE EDİP ADIVAR BULV.;;SAĞLIK OCAĞI;ÜÇYOL METRO;06:00 - 22:30;06:45 - 23:05
1;157;AKTEPE MAHALLESİ - KONAK;PEKER MAHALLESİ - KARABAĞLAR -  VARYANT;;AKTEPE MAH.;KONAK;06:00 - 23:15;06:10 - 00:00
1;167;BALÇOVA KABRİSTAN - F.ALTAY AKTARMA MERKEZİ;ATA CAD.-MİTHATPAŞA CAD.;;BALÇOVA KABRİSTAN;F.ALTAY AKT.;06:00 - 18:50;06:20 - 19:15
1;168;EVKA 4 - HALKAPINAR METRO;ATATÜRK MAH. - OSMANGAZİ MAH.- ANKARA ASFALTI;;EVKA-4;HALKAPINAR METRO;05:55 - 00:05;06:35 - 00:50
1;171;TINAZTEPE - KONAK;BUCA KOOP. - AKINCILAR MAH. - EŞREFPAŞA;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;TINAZTEPE;KONAK;05:50 - 23:00;
1;193;YURTOĞLU - KONAK;CENNETÇEŞME - BOZYAKA - EŞREFPAŞA;;YURTOĞLU;KONAK;06:00 - 23:15;06:45 - 00:00
1;202;CUMHURİYET MEYDANI - HAVALİMANI;MUSTAFA KEMAL SAHİL BULV.-F. ALTAY-ÇEVRE YOLU;;CUMHURİYET MEYDANI;HAVALİMANI;00:00 - 04:00;01:00 - 05:00
1;204;BORNOVA METRO - HAVALİMANI;OTOGAR-ÇEVRE YOLU-AKÇAY CAD.;;BORNOVA METRO;HAVALİMANI;05:40 - 04:40;05:40 - 03:40
1;214;EVKA3 METRO - KEMER;BORNOVA MERKEZ - MERSİNLİ - YENŞEHİR HASTANELER;;EVKA3 METRO;KEMER AKT.;06:20 - 19:00;07:10 - 20:00
1;224;CENNETÇEŞME - KONAK;ESKIIZMIR CAD. - BOZYAKA - EŞREFPAŞA;;CENNETÇEŞME;KONAK;05:30 - 23:10;06:27 - 00:00
1;233;ESBAŞ AKTARMA MERKEZİ - KONAK;BEYAZEVLER - AKINCILAR - EŞREFPAŞA;;ESBAŞ AKT;KONAK;06:00 - 23:05;06:10 - 00:00
1;234;BALLIKUYU-GÜMRÜK;Yeşildere Cd.-Eşrefpaşa Cd.-İkiçeşmelik;;BALLIKUYU;GÜMRÜK;06:10 - 18:10;06:55 - 18:55
1;240;ZÜBEYDE HANIM MAH. - HALKAPINAR METRO2;YENİ GİRNE - ALTINYOL;;ZÜBEYDE HANIM MAH.;HALKAPINAR METRO 2;06:00 - 23:10;06:40 - 00:00
1;249;EVKA 4 - KEMER;OSMANGAZİ - ADLİYE - YENİŞEHİR HASTANELER;;EVKA-4;KEMER AKT.;06:00 - 22:40;06:35 - 23:45
1;253;H.PINAR METRO 2 - KONAK;ALSANCAK-TALATPAŞA-CUMHURİYET BULV.;;HALKAPINAR METRO;KONAK;06:00 - 00:05;06:00 - 00:05
1;259;YEŞİLOVA MAHALLESİ - BORNOVA METRO;ABDİ İPEKÇİ CAD. - KARACAOĞLAN MAHALLESİ;HATTIMIZ RİNG HAT OLUP YEŞİLOVA MAHALLESİNDEN SAAT UYGULAMASI YOKTUR;YEŞİLOVA MAHALLESİ;BORNOVA METRO;;06:07 - 21:28
1;267;PINARBAŞI - BORNOVA METRO;5. SANAYİ SİT. - AYAKKABICILAR - IŞIKKENT;;PINARBAŞI;BORNOVA METRO;06:15 - 22:45;06:25 - 23:30
1;268;DOĞANLAR - BORNOVA METRO;MEVLANA MAH.;;DOĞANLAR;BORNOVA METRO;05:50 - 00:30;06:10 - 01:00
1;285;EVKA 1 - KONAK;ŞİRİNYER - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;EVKA-1;KONAK;06:05 - 23:05;
1;290;BOSTANLI İSKELE - TINAZTEPE;KARŞIYAKA İSKELE-ALTINYOL-ANKARA CD.-ÇEVRE YOLU;;BOSTANLI;TINAZTEPE;06:15 - 22:30;06:15 - 22:30
1;302;OTOGAR - KONAK;KEMALPAŞA CAD. - YENİŞEHİR HASTANELER - GAZİ BULV.;;OTOGAR;KONAK;06:05 - 23:20;06:10 - 00:00
1;303;BUCA HEYKEL - KONAK;MENDERES CADDESİ-HOMEROS BULV. - KONAK TÜNELİ;;BUCA HEYKEL;KONAK;06:20 - 21:50;06:46 - 22:20
1;304;TINAZTEPE-KONAK;MENDERES CAD.- HOMEROS BULV. - KONAK TÜNELLERİ;;TINAZTEPE;KONAK;06:00 - 23:15;06:45 - 00:00
1;305;2. İNÖNÜ MAH. - F.ALTAY AKTARMA MERKEZİ;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ;;2.İNÖNÜ;F.ALTAY AKT.;06:00 - 22:30;06:30 - 23:00
1;311;İNCİRALTI - F.ALTAY;MİTHAT PAŞA CAD.;;İNCİRALTI;ESENTEPE;06:40 - 23:45;06:10 - 00:20
1;313;YENİ MEZARLIK - BORNOVA METRO;ESKİ MEZARLIK - GENÇLİK CAD.;;YENİ MEZARLIK;BORNOVA METRO;10:30 - 13:50;10:00 - 13:00
1;314;EVKA 3 - BORNOVA METRO;4. SANAYİ SİT. - TÜRKAN ÖZİLHAN DEVLET HASTANESİ - SUPHİ KOYUNCU LİSESİ;;EVKA 3;BORNOVA METRO;06:30 - 23:30;07:05 - 00:00
1;315;KARAÇAM - EVKA3 METRO;MANİSA YOLU;;KARAÇAM;EVKA3 METRO;06:10 - 19:00;06:35 - 18:30
1;316;BEŞYOL - EVKA3 METRO;YAKAKÖY - ÇİÇEKLİKÖY - SARNIÇKÖY;Hafta içi günleri hattımızın Beşyol Mahallesi kalkışlı 06.10 servisi Sarnıçköy Mahallesi'nden başlayacak olup, Evka3 Metro kalkışlı 19.25 servisi ise Sarnıçköy Mahallesi'nde son durak yapacaktır.;BEŞYOL;EVKA3 METRO;06:10 - 19:40;07:25 - 19:00
1;317;KAVAKLIDERE - EVKA3 METRO;YEŞİLÇAM - HACILARKIRI - TÜRKAN ÖZİLHAN DEVLET HASTANESİ;;KAVAKLIDERE;EVKA3 METRO;06:00 - 23:40;06:35 - 00:30
1;321;ÇAMLI - F. ALTAY AKTARMA MERKEZİ;YELKI - GÜZELBAHÇE - MITHATPAŞA;;ÇAMLI MAH.;F.ALTAY AKT.;06:00 - 21:10;06:25 - 21:40
1;328;EVKA 3 METRO - SALHANE AKTARMA MERKEZİ;BORNOVA HÜKÜMET KONAĞI-MANAVKUYU ;;EVKA3 METRO;SALHANE AKT.;06:00 - 23:30;06:35 - 00:00
1;330;BOSTANLI İSKELE - EVKA3 METRO;KARŞIYAKA İSKELE-BAYRAKLI-MANAVKUYU-BORNOVA;;BOSTANLI İSKELE;EVKA3 METRO;06:00 - 00:10;06:00 - 00:20
1;335;DOĞANÇAY - HALKAPINAR METRO 2;GÜMÜŞPALA-TURAN-SALHANE;;DOĞAN ÇAY MEYD;HALKAPINAR METRO 2;06:05 - 23:35;06:40 - 00:10
1;338;EVKA 3 METRO - SALHANE AKTARMA MERKEZİ;GEDİZ CAD. - YZB. İBRAHİM HAKKI CAD. - SMYRNA MEYDANI;;EVKA3 METRO;SALHANE AKT.;06:10 - 20:50;06:55 - 21:35
1;358;PINARBAŞI - BORNOVA METRO;PINARBAŞI - HURDACILAR SİTESİ - MEVLANA MAH.;;PINARBAŞI;BORNOVA METRO;06:35 - 18:45;07:25 - 19:45
1;364;GERİKAZANIMCILAR SİTESİ - HALKAPINAR METRO;KARA NAKLİYECİLER SİTESİ - OTOGAR - KAMİL TUNCA;;GERİKAZANIMCILAR SİTESİ;HALKAPINAR METRO;07:00 - 19:40;06:30 - 19:30
1;365;KAYADİBİ - EVKA3 METRO;HOMEROS VADİSİ - ÇAMİÇİ - EĞRİDERE;;KAYADİBİ;EVKA3 METRO;06:25 - 19:50;07:20 - 18:50
1;368;ÜMİT MAH. - BORNOVA METRO;MEVLANA MAH.;;ÜMİT MAH.;BORNOVA METRO;06:00 - 23:05;06:25 - 23:40
1;374;İZKENT - KONAK;ŞİRİNYER - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;İZKENT;KONAK;06:05 - 23:15;
1;390;TINAZTEPE - BORNOVA METRO;OTOYOL;;TINAZTEPE;BORNOVA METRO;06:25 - 22:30;06:25 - 21:55
1;417;BUCA KOOP - KONAK;İZBAN KOŞU - KONAK TÜNEL;;BUCA KOOP;KONAK;06:00 - 19:03;06:35 - 19:53
1;418;ŞİRİNYER AKTARMA MERKEZİ - H.PINAR METRO;GÜRÇEŞME - YENİŞEHİR HASTANELER - 1. SANAYİ SİT.;;ŞİRİNYER AKT.;HALKAPINAR METRO;06:05 - 20:00;06:00 - 19:44
1;426;MUSTAFA KEMAL MAH - HALKAPINAR METRO2;İZMİR ÇEVRE YOLU  - YENİ GİRNE - SALHANE YOLU;;MUSTAFA KEMAL MAH;HALKAPINAR METRO2;06:15 - 18:35;07:00 - 19:20
1;434;KÖRFEZ MAHALLESI - HALKAPINAR METRO 2;ÇEVRE YOLU - ANADOLU CAD. - SALHANE YOLU;;KÖRFEZ EVLERİ;HALKAPINAR METRO 2;06:10 - 18:45;06:45 - 19:30
1;449;İZYUVA - EVKA3 METRO;SARAYKENT;;İZYUVA;EVKA3 METRO;06:00 - 00:15;06:25 - 00:40
1;465;TINAZTEPE - KONAK;AHMET YESEVİ CAD. - ENHOŞLAR-  EŞREFPAŞA;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;TINAZTEPE;KONAK;06:00 - 22:55;
1;466;ŞİRİNYER AKTARMA MERKEZİ - KONAK;GÜRÇEŞME - GAZİLER CAD. - BASMANE;;ŞİRİNYER AKT.;KONAK;06:00 - 23:20;06:40 - 00:00
1;470;TINAZTEPE - LOZAN MEYDANI;EŞREFPAŞA - İKİÇEŞMELİK;;TINAZTEPE;LOZAN MEYDANI;06:00 - 00:00;06:00 - 00:20
1;471;TINAZTEPE - KONAK;Buca Seyfi Demirsoy Devlet Hastanesi-Şirinyer-Eşrefpaşa;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;TINAZTEPE;KONAK;06:00 - 23:00;
1;475;TINAZTEPE ÜNİVERSİTESİ - HALKAPINAR METRO;TELSİZLER-TOROZ CAD - BOĞAZİÇİ CAD;Hattımız Semt Pazarı'nın kurulduğu günlerde Samsun Caddesi güzergahını kullanmaktadır.;TINAZTEPE ÜNİVERSİTESİ;HALKAPINAR METRO;06:00 - 20:00;06:00 - 20:00
1;477;NAFİZ GÜRMAN - HALKAPINAR METRO2;GÜMÜŞPALA - NALDÖKEN - ALTINYOL;;NAFİZ GÜRMAN;HALKAPINAR METRO 2;06:05 - 23:10;06:44 - 00:00
1;480;İNCİRALTI - ÜÇKUYULAR İSKELE;BALÇOVA - ATA CAD.-F. ALTAY;;İNCİRALTI;ÜÇKUYULAR İSKELE;06:30 - 23:25;06:10 - 00:00
1;484;YEŞİLBAĞLAR - KONAK;INKILAP İSTASYON - AKINCILAR - EŞREFPAŞA;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;YEŞİLBAĞLAR;KONAK;06:00 - 23:25;
1;485;GAZİEMİR İLÇE TERMİNALİ - KONAK;GÖKSU - YEŞİLBAĞLAR - FIRAT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;GAZİEMİR İLÇE TERMİNALİ;KONAK;06:20 - 20:05;
1;486;OYAK SİTESİ - İNCİRALTI;BAKÜ BULV.-ÜÇKUYULAR İSKELE;;OYAK SİTESİ;İNCİRALTI;06:35 - 23:00;06:35 - 23:30
1;490;TINAZTEPE - ÜÇYOL;DOKUZ ÇEŞMELER - ŞİRİNYER - HALİDE EDİP ADIVAR CAD.;;TINAZTEPE;ÜÇYOL METRO;06:00 - 00:00;06:00 - 00:00
1;498;EVKA 3 METRO - HALKAPINAR METRO;DUMLUPINAR CAD. - YZB İBRAHİM HAKKI CAD. - ADLİYE;;EVKA3 METRO;HALKAPINAR METRO;06:00 - 19:45;06:35 - 20:50
1;501;ÇİÇEK MAH. - HALKAPINAR METRO;MANAS BULV - ADLİYE - ÇINARLI EML.;;ÇİÇEK MAH.;HALKAPINAR METRO;06:00 - 21:10;06:25 - 21:50
1;502;CENGİZHAN - HALKAPINAR METRO;BAYRAKLI ŞEHİR HASTANESİ - MANAS BULV - ADLİYE - ÇINARLI EML.;;CENGİZHAN;HALKAPINAR METRO;05:50 - 23:50;06:15 - 00:50
1;503;BARIŞ KAHVESİ - HALKAPINAR METRO;ÇAY MAH - ADLİYE - ÇINARLI EML.;HAFTA İÇİ GÜNLERİ SABAH 06.50-07.10-07.30-07.50-08.10-08.30 SERVİSLERİ ÇAY MAHALLESİ SON DURAKTAN BAŞLAR.;BARIŞ KAHVESİ;HALKAPINAR METRO;06:00 - 08:38;07:04 - 08:15
1;504;FUAT EDİP BAKSI - HALKAPINAR METRO;MANAS BULV - ADLİYE - ÇINARLI EML.;;F.EDİP BAKSI;HALKAPINAR METRO;06:05 - 19:05;06:30 - 18:30
